date,symbol,company_name,sector,year,month,quarter,day_of_week,open,high,low,close,volume,daily_change,daily_change_pct,daily_range
2025-11-04 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Tuesday,268.325,271.486,267.615,270.04,49274846,1.72,0.64,3.87
2025-11-04 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Tuesday,250.38,257.01,248.66,249.32,51546311,-1.06,-0.42,8.35
2025-11-04 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Tuesday,276.75,281.27,276.26,277.54,30078369,0.79,0.29,5.01
2025-11-04 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Tuesday,511.76,515.55,507.84,514.33,20958663,2.57,0.5,7.71
2025-11-04 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Tuesday,454.46,460.22,443.6,444.26,87756644,-10.2,-2.24,16.62
2025-11-05 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Wednesday,268.61,271.7,266.93,270.14,42586288,1.53,0.57,4.77
2025-11-05 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Wednesday,249.03,251.0,246.16,250.2,39234469,1.17,0.47,4.84
2025-11-05 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Wednesday,278.87,286.415,277.34,284.31,30283252,5.44,1.95,9.08
2025-11-05 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Wednesday,513.3,514.83,506.575,507.16,22883851,-6.14,-1.2,8.26
2025-11-05 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Wednesday,452.05,466.3299,440.71,462.07,84911911,10.02,2.22,25.62
2025-11-06 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Thursday,267.89,273.4,267.89,269.77,51204045,1.88,0.7,5.51
2025-11-06 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Thursday,249.155,250.38,242.17,243.04,46004203,-6.12,-2.46,8.21
2025-11-06 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Thursday,285.33,288.35,281.14,284.75,37173648,-0.58,-0.2,7.21
2025-11-06 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Thursday,505.66,505.7,495.81,497.1,27406496,-8.56,-1.69,9.89
2025-11-06 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Thursday,461.96,467.45,435.09,445.91,109622907,-16.05,-3.47,32.36
2025-11-07 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Friday,269.795,272.29,266.77,268.47,48227365,-1.32,-0.49,5.52
2025-11-07 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Friday,242.9,244.9,238.49,244.41,46374294,1.51,0.62,6.41
2025-11-07 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Friday,283.205,283.78,275.19,278.83,34479588,-4.38,-1.55,8.59
2025-11-07 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Friday,496.945,499.377,493.25,496.82,24019764,-0.12,-0.02,6.13
2025-11-07 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Friday,437.92,439.36,421.88,429.52,103471495,-8.4,-1.92,17.48
2025-11-10 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Monday,268.96,273.73,267.455,269.43,41312412,0.47,0.17,6.28
2025-11-10 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Monday,248.34,251.75,245.59,248.4,36476514,0.06,0.02,6.16
2025-11-10 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Monday,284.42,290.8,282.855,290.1,29557309,5.68,2.0,7.94
2025-11-10 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Monday,500.035,506.85,498.8,506.0,26101480,5.96,1.19,8.05
2025-11-10 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Monday,439.6,449.6715,433.36,445.23,76515907,5.63,1.28,16.31
2025-11-11 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Tuesday,269.81,275.91,269.8,275.25,46208318,5.44,2.02,6.11
2025-11-11 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Tuesday,248.41,249.7499,247.23,249.1,23564060,0.69,0.28,2.52
2025-11-11 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Tuesday,287.745,291.915,287.32,291.31,19842136,3.56,1.24,4.6
2025-11-11 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Tuesday,504.8,509.6,502.3488,508.68,17980020,3.88,0.77,7.25
2025-11-11 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Tuesday,439.4,442.49,432.36,439.62,60533237,0.22,0.05,10.13
2025-11-12 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Wednesday,275.0,275.73,271.7,273.47,48397982,-1.53,-0.56,4.03
2025-11-12 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Wednesday,250.235,250.37,243.75,244.2,31190063,-6.04,-2.41,6.62
2025-11-12 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Wednesday,291.675,292.005,283.69,286.71,24829923,-4.97,-1.7,8.31
2025-11-12 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Wednesday,509.355,511.67,499.1201,511.14,26574851,1.78,0.35,12.55
2025-11-12 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Wednesday,442.15,442.329,426.56,430.6,58513520,-11.55,-2.61,15.77
2025-11-13 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Thursday,274.11,276.699,272.09,272.95,49602794,-1.16,-0.42,4.61
2025-11-13 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Thursday,243.05,243.75,236.5,237.58,41401738,-5.47,-2.25,7.25
2025-11-13 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Thursday,282.34,282.84,277.24,278.57,29494040,-3.77,-1.34,5.6
2025-11-13 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Thursday,510.31,513.5,501.29,503.29,25273114,-7.02,-1.38,12.21
2025-11-13 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Thursday,423.13,424.5,396.34,401.99,118948032,-21.14,-5.0,28.16
2025-11-14 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Friday,271.05,275.96,269.6,272.41,47431331,1.36,0.5,6.36
2025-11-14 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Friday,235.06,238.73,232.89,234.69,38956669,-0.37,-0.16,5.84
2025-11-14 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Friday,271.405,278.56,270.7,276.41,31647227,5.01,1.85,7.86
2025-11-14 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Friday,498.23,511.6,497.44,510.18,28505746,11.95,2.4,14.16
2025-11-14 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Friday,386.3,412.19,382.78,404.35,105506682,18.05,4.67,29.41
2025-11-17 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Monday,268.815,270.49,265.73,267.46,45018260,-1.36,-0.51,4.76
2025-11-17 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Monday,233.25,234.6,229.19,232.87,59919018,-0.38,-0.16,5.41
2025-11-17 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Monday,285.775,293.95,283.57,285.02,52670192,-0.75,-0.26,10.38
2025-11-17 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Monday,508.45,512.12,504.91,507.49,19092752,-0.96,-0.19,7.21
2025-11-17 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Monday,398.74,423.96,398.74,408.92,102214259,10.18,2.55,25.22
2025-11-18 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Tuesday,269.99,270.71,265.32,267.44,45677278,-2.55,-0.94,5.39
2025-11-18 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Tuesday,228.1,230.2,222.42,222.55,60608442,-5.55,-2.43,7.78
2025-11-18 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Tuesday,287.915,288.8,278.2,284.28,49158743,-3.64,-1.26,10.6
2025-11-18 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Tuesday,495.365,502.98,486.78,493.79,33815114,-1.57,-0.32,16.2
2025-11-18 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Tuesday,405.38,408.9,393.71,401.25,80688637,-4.13,-1.02,15.19
2025-11-19 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Wednesday,265.525,272.21,265.5,268.56,40424492,3.04,1.14,6.71
2025-11-19 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Wednesday,223.735,223.735,218.52,222.69,58335643,-1.05,-0.47,5.22
2025-11-19 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Wednesday,287.16,303.81,286.63,292.81,68198944,5.65,1.97,17.18
2025-11-19 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Wednesday,490.1,495.1872,482.83,487.12,23245314,-2.98,-0.61,12.36
2025-11-19 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Wednesday,406.18,411.78,398.5,403.99,72047704,-2.19,-0.54,13.28
2025-11-20 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Thursday,270.83,275.43,265.92,266.25,45823568,-4.58,-1.69,9.51
2025-11-20 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Thursday,227.05,227.41,216.74,217.14,50308962,-9.91,-4.36,10.67
2025-11-20 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Thursday,304.54,306.42,288.67,289.45,62025218,-15.09,-4.96,17.75
2025-11-20 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Thursday,492.71,493.57,475.5,478.43,26802542,-14.28,-2.9,18.07
2025-11-20 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Thursday,414.63,428.94,394.74,395.23,113548827,-19.4,-4.68,34.2
2025-11-21 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Friday,265.95,273.33,265.67,271.49,59030832,5.54,2.08,7.66
2025-11-21 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Friday,216.345,222.21,215.18,220.69,68490464,4.34,2.01,7.03
2025-11-21 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Friday,296.415,303.92,293.845,299.66,74137697,3.25,1.1,10.07
2025-11-21 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Friday,478.5,478.92,468.27,472.12,31769248,-6.38,-1.33,10.65
2025-11-21 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Friday,402.32,402.8,383.76,391.09,100460633,-11.23,-2.79,19.04
2025-11-24 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Monday,270.9,277.0,270.9,275.92,65585796,5.02,1.85,6.1
2025-11-24 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Monday,222.555,227.33,222.27,226.28,54318395,3.72,1.67,5.06
2025-11-24 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Monday,311.13,319.48,309.595,318.58,85165123,7.45,2.39,9.88
2025-11-24 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Monday,475.0,476.9,468.02,474.0,34421046,-1.0,-0.21,8.88
2025-11-24 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Monday,402.17,421.72,401.09,417.78,96806374,15.61,3.88,20.63
2025-11-25 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Tuesday,275.27,280.38,275.25,276.97,46914220,1.7,0.62,5.13
2025-11-25 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Tuesday,226.38,230.52,223.8,229.67,39379339,3.29,1.45,6.72
2025-11-25 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Tuesday,326.21,328.83,317.65,323.44,88632074,-2.77,-0.85,11.18
2025-11-25 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Tuesday,474.07,479.15,464.89,476.99,28019793,2.92,0.62,14.26
2025-11-25 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Tuesday,414.42,420.48,405.95,419.4,71915624,4.98,1.2,14.53
2025-11-26 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Wednesday,276.96,279.53,276.63,277.55,33431423,0.59,0.21,2.9
2025-11-26 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Wednesday,230.74,231.7474,228.77,229.16,38497922,-1.58,-0.68,2.98
2025-11-26 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Wednesday,320.68,324.5,316.79,319.95,51373361,-0.73,-0.23,7.71
2025-11-26 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Wednesday,486.31,488.31,481.2,485.5,25709079,-0.81,-0.17,7.11
2025-11-26 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Wednesday,423.95,426.94,416.89,426.58,63462996,2.63,0.62,10.05
2025-11-28 00:00:00,AAPL,Apple Inc,Technology,2025,11,4,Friday,277.26,279.0,275.9865,278.85,20135620,1.59,0.57,3.01
2025-11-28 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,11,4,Friday,231.24,233.285,230.22,233.22,20292329,1.98,0.86,3.06
2025-11-28 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,11,4,Friday,323.365,326.85,316.79,320.18,26018568,-3.19,-0.99,10.06
2025-11-28 00:00:00,MSFT,Microsoft Corporation,Technology,2025,11,4,Friday,487.595,492.63,486.65,492.01,14386730,4.41,0.9,5.98
2025-11-28 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,11,4,Friday,426.59,432.93,426.2,430.17,36252861,3.58,0.84,6.73
2025-12-01 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Monday,278.01,283.42,276.14,283.1,46587722,5.09,1.83,7.28
2025-12-01 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Monday,233.22,235.797,232.25,233.88,42903954,0.66,0.28,3.55
2025-12-01 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Monday,317.7,319.85,313.89,314.89,41182956,-2.81,-0.88,5.96
2025-12-01 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Monday,488.435,489.8599,484.6475,486.74,23963993,-1.69,-0.35,5.21
2025-12-01 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Monday,425.32,433.6599,425.29,430.14,57463552,4.82,1.13,8.37
2025-12-02 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Tuesday,283.0,287.4,282.6301,286.19,53669532,3.19,1.13,4.77
2025-12-02 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Tuesday,235.005,238.97,233.55,234.42,45785363,-0.59,-0.25,5.42
2025-12-02 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Tuesday,316.74,318.38,313.91,315.81,35854744,-0.93,-0.29,4.47
2025-12-02 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Tuesday,486.715,493.4999,486.32,490.0,19562722,3.29,0.68,7.18
2025-12-02 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Tuesday,430.81,436.8,422.12,429.24,69336626,-1.57,-0.36,14.68
2025-12-03 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Wednesday,286.2,288.62,283.3,284.15,43538687,-2.05,-0.72,5.32
2025-12-03 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Wednesday,233.35,233.38,230.61,232.38,35495058,-0.97,-0.42,2.77
2025-12-03 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Wednesday,315.89,321.58,314.1,319.63,41838317,3.74,1.18,7.48
2025-12-03 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Wednesday,476.32,484.24,475.2,477.73,34615102,1.41,0.3,9.04
2025-12-03 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Wednesday,432.1,447.92,431.11,446.74,87482964,14.64,3.39,16.81
2025-12-04 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Thursday,284.095,284.73,278.59,280.7,43989056,-3.4,-1.2,6.14
2025-12-04 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Thursday,232.77,233.5,226.8,229.11,45683224,-3.66,-1.57,6.7
2025-12-04 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Thursday,322.225,322.36,314.7,317.62,31240924,-4.61,-1.43,7.66
2025-12-04 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Thursday,479.76,481.322,476.49,480.84,22318155,1.08,0.23,4.83
2025-12-04 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Thursday,449.94,454.63,445.39,454.53,71906488,4.59,1.02,9.24
2025-12-05 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Friday,280.54,281.14,278.05,278.78,47265845,-1.76,-0.63,3.09
2025-12-05 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Friday,230.32,231.24,228.547,229.53,33117377,-0.79,-0.34,2.69
2025-12-05 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Friday,319.49,323.16,319.165,321.27,28851705,1.78,0.56,4.0
2025-12-05 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Friday,482.515,483.4,478.8801,483.16,22608710,0.65,0.13,4.52
2025-12-05 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Friday,453.03,458.87,451.66,455.0,56427522,1.97,0.43,7.21
2025-12-08 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Monday,278.13,279.6693,276.15,277.89,36406317,-0.24,-0.09,3.52
2025-12-08 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Monday,229.59,230.83,226.27,226.89,34681553,-2.7,-1.18,4.56
2025-12-08 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Monday,320.05,320.44,311.2219,313.72,33403895,-6.33,-1.98,9.22
2025-12-08 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Monday,484.885,492.3,484.38,491.02,20668450,6.13,1.26,7.92
2025-12-08 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Monday,447.445,449.7463,435.25,439.58,68386756,-7.87,-1.76,14.5
2025-12-09 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Tuesday,278.16,280.03,276.92,277.18,31753410,-0.98,-0.35,3.11
2025-12-09 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Tuesday,226.84,228.57,225.11,227.92,25712299,1.08,0.48,3.46
2025-12-09 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Tuesday,312.37,317.99,311.895,317.08,30089731,4.71,1.51,6.1
2025-12-09 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Tuesday,489.1,492.12,488.5001,492.02,14092776,2.92,0.6,3.62
2025-12-09 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Tuesday,437.54,452.39,435.7,445.17,62014951,7.63,1.74,16.69
2025-12-10 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Wednesday,277.75,279.75,276.44,278.78,33038318,1.03,0.37,3.31
2025-12-10 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Wednesday,228.805,232.42,228.46,231.78,38790736,2.97,1.3,3.96
2025-12-10 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Wednesday,315.83,321.31,314.68,320.21,33428923,4.38,1.39,6.63
2025-12-10 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Wednesday,484.03,484.25,475.08,478.56,35756229,-5.47,-1.13,9.17
2025-12-10 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Wednesday,446.065,456.88,443.61,451.45,63257475,5.38,1.21,13.27
2025-12-11 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Thursday,279.095,279.59,273.81,278.03,33247986,-1.07,-0.38,5.78
2025-12-11 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Thursday,230.71,232.11,228.6901,230.28,28249599,-0.43,-0.19,3.42
2025-12-11 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Thursday,320.08,321.12,308.6,312.43,42353697,-7.65,-2.39,12.52
2025-12-11 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Thursday,476.63,486.03,475.86,483.47,24669180,6.84,1.44,10.17
2025-12-11 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Thursday,448.945,449.2699,440.33,446.89,55979492,-2.06,-0.46,8.94
2025-12-12 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Friday,277.9,279.22,276.82,278.28,39532887,0.38,0.14,2.4
2025-12-12 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Friday,229.87,230.08,225.12,226.19,35639118,-3.68,-1.6,4.96
2025-12-12 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Friday,313.7,314.87,305.56,309.29,35940170,-4.41,-1.41,9.31
2025-12-12 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Friday,479.82,482.45,476.34,478.53,21248102,-1.29,-0.27,6.11
2025-12-12 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Friday,448.09,463.01,441.67,458.96,95656749,10.87,2.43,21.34
2025-12-15 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Monday,280.15,280.15,272.84,274.11,50409078,-6.04,-2.16,7.31
2025-12-15 00:00:00,AMZN,Amazon Inc,Consumer Discretionary,2025,12,4,Monday,227.93,227.93,221.5,222.54,47286085,-5.39,-2.36,6.43
2025-12-15 00:00:00,GOOGL,Alphabet Inc,Communication Services,2025,12,4,Monday,311.315,311.42,304.88,308.22,29151889,-3.09,-0.99,6.54
2025-12-15 00:00:00,MSFT,Microsoft Corporation,Technology,2025,12,4,Monday,480.1,480.7205,472.52,474.82,23727694,-5.28,-1.1,8.2
2025-12-15 00:00:00,TSLA,Tesla Inc,Consumer Discretionary,2025,12,4,Monday,469.44,481.7694,467.66,475.31,114542204,5.87,1.25,14.11
2025-12-16 00:00:00,AAPL,Apple Inc,Technology,2025,12,4,Tuesday,272.82,275.5,271.79,274.61,37648628,1.79,0.66,3.71
